date,asin,ads_date_ref,tsales_date_ref,impressions,clicks,ad_spend,units_sold,ad_sales,shippedunits,shippedrevenueamount,Item Name,Collection,Category,Size,Inch,orderedunits,orderedrevenueamount
07-09-2024,B09KDPXYG3,2024-09-07,2024-09-07,169,2,3,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,12 Inch,1,239
27-08-2024,B0BNL7TJRT,2024-08-27,2024-08-27,726,2,3,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,4 Inch,1,89
29-08-2024,B0BNL117VT,2024-08-29,2024-08-29,"1,332",1,1,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Queen",Swirl Egg Shell,Mattress Topper,Queen,3 Inch,1,82
05-09-2024,B09X1F8C23,2024-09-05,2024-09-05,55,1,0,0,0,0,0,"NapQueen Elizabeth 6"" Gel Memory Foam Mattress, Full",Elizabeth,Mattress,Full,6 Inch,1,150
18-08-2024,B0BNL3J36Z,2024-08-18,2024-08-18,107,1,0,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,1,39
31-08-2024,B0BRCW79VK,2024-08-31,2024-08-31,306,1,1,0,0,0,0,"NapQueen Anula Green Tea 6'', Queen",Anula,Mattress,Queen,6 Inch,1,157
17-08-2024,B0BNL1RDVC,2024-08-17,2024-08-17,"1,675",1,1,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,3 Inch,1,76
15-08-2024,B0CR49NR3B,2024-08-15,2024-08-15,"1,989",1,2,0,0,0,0,"NapQueen Elite Series Machka Full Mattress, 10 Inch Cooling Gel Memory Foam Mattress Full, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Full,10 Inch,1,347
15-08-2024,B0B31Y1FDZ,,2024-08-15,0,0,0,0,0,0,0,"NapQueen 6"" Bamboo Charcoal Mattress, Twin",Bamboo Charcoal Mattress,Mattress,Twin,6 Inch,1,139
06-09-2024,B0B31S8KPF,,2024-09-06,0,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, King",Bamboo Charcoal Mattress,Mattress,King,14 Inch,1,399
08-09-2024,B0BNL53HF3,,2024-09-08,0,0,0,0,0,0,0,"NapQueen 1.5'' Green Tea Mattress Topper, Queen",Green Tea,Mattress Topper,Queen,1.5 Inch,1,59
22-08-2024,B09MR5WS3Y,,2024-08-22,0,0,0,0,0,0,0,"NapQueen 8"" Bamboo Charcoal Mattress, King",Bamboo Charcoal Mattress,Mattress,King,8 Inch,1,259
17-08-2024,B0BSLVXHYJ,,2024-08-17,0,0,0,0,0,0,0,"NapQueen Alpha Bed Frame, Queen",Alpha,Bed Frame,Queen,14 Inch,1,138
04-09-2024,B09KDVXTP4,,2024-09-04,0,0,0,0,0,0,0,"NapQueen Elizabeth 10"" Gel Memory Foam Mattress, Full",Elizabeth,Mattress,Full,10 Inch,1,219
28-08-2024,B0BNL43XHH,,2024-08-28,0,0,0,0,0,0,0,"NapQueen 1.5"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, King",Bamboo Charcoal Topper,Mattress Topper,King,1.5 Inch,1,76
12-09-2024,B0B31VTH56,,2024-09-12,0,0,0,0,0,0,0,"NapQueen 6"" Bamboo Charcoal Mattress, Twin-XL",Bamboo Charcoal Mattress,Mattress,Twin XL,6 Inch,1,128
26-08-2024,B0BNL3L7LR,,2024-08-26,0,0,0,0,0,0,0,"NapQueen 3'' Green Tea Mattress Topper, Full",Green Tea,Mattress Topper,Full,3 Inch,1,70
20-08-2024,B0CQVL6NXT,,2024-08-20,0,0,0,0,0,0,0,"NapQueen Zeta Bed Frame, Full",Zeta,Bed Frame,Full,16 Inch,1,100
11-09-2024,B0B31T1XMH,,2024-09-11,0,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,14 Inch,1,299
13-09-2024,B0CY5LR4VX,,2024-09-13,0,0,0,0,0,0,0,NapQueen 14'' Isabella Hybrid Pillow Top Full Mattress,Isabella Pillow Top,Mattress,Full,14 Inch,1,325
05-09-2024,B0BRCXJ1F6,,2024-09-05,0,0,0,0,0,0,0,"NapQueen Anula Green Tea 6'', King",Anula,Mattress,King,6 Inch,1,199
18-08-2024,B09KDNYCYR,,2024-08-18,0,0,0,0,0,0,0,"NapQueen Elizabeth 8"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,8 Inch,1,150
01-09-2024,B0BGDZLDX2,,2024-09-01,0,0,0,0,0,0,0,"NapQueen 8"" Maxima Hybrid Mattress, Twin-XL, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,Twin XL,8 Inch,1,118
21-08-2024,B09MR4D874,,2024-08-21,0,0,0,0,0,0,0,"NapQueen 10"" Bamboo Charcoal Mattress, King",Bamboo Charcoal Mattress,Mattress,King,10 Inch,1,455
23-08-2024,B0BRCXSTKW,,2024-08-23,0,0,0,0,0,0,0,"NapQueen Anula Green Tea 10'', King",Anula,Mattress,King,10 Inch,1,374
16-08-2024,B09MR2MLZH,,2024-08-16,0,0,0,0,0,0,0,"NapQueen 12"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,12 Inch,1,294
13-09-2024,B0BRCXSTKW,,2024-09-13,0,0,0,0,0,0,0,"NapQueen Anula Green Tea 10'', King",Anula,Mattress,King,10 Inch,1,287
25-08-2024,B0BGDXV7FD,,2024-08-25,0,0,0,0,0,0,0,"NapQueen 8"" Maxima Hybrid Mattress, Queen, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,Queen,8 Inch,1,168
01-09-2024,B09KDN7PYR,,2024-09-01,0,0,0,0,0,0,0,"NapQueen Elizabeth 8"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,8 Inch,1,219
14-09-2024,B0BNL1MQ48,,2024-09-14,0,0,0,0,0,0,0,"NapQueen 4"" Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,4 Inch,1,67
28-08-2024,B09KDLQ2GW,,2024-08-28,0,0,0,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,12 Inch,1,279
20-08-2024,B0BNL17RLC,,2024-08-20,0,0,0,0,0,0,0,"NapQueen 1.5'' Swirl Gel Mattress Topper, Queen",Swirl Egg Shell,Mattress Topper,Queen,1.5 Inch,1,61
07-09-2024,B0BNKYW36G,,2024-09-07,0,0,0,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,2 Inch,1,57
06-09-2024,B0BNL4NX61,,2024-09-06,0,0,0,0,0,0,0,"NapQueen 1.5'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,1.5 Inch,1,35
06-09-2024,B0B31SM3ZR,,2024-09-06,0,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,14 Inch,1,326
25-08-2024,B0BNL53HF3,,2024-08-25,0,0,0,0,0,0,0,"NapQueen 1.5'' Green Tea Mattress Topper, Queen",Green Tea,Mattress Topper,Queen,1.5 Inch,1,59
17-08-2024,B09MR2MLZH,,2024-08-17,0,0,0,0,0,0,0,"NapQueen 12"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,12 Inch,1,320
02-09-2024,B0BNKZBJX2,,2024-09-02,0,0,0,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,2 Inch,1,41
07-09-2024,B0CY5LR4VX,,2024-09-07,0,0,0,0,0,0,0,NapQueen 14'' Isabella Hybrid Pillow Top Full Mattress,Isabella Pillow Top,Mattress,Full,14 Inch,1,325
28-08-2024,B0BDRQWBK9,,2024-08-28,0,0,0,0,0,0,0,"NapQueen 5"" Rainbow Blue Mattress for Kids, Twin",Kids Mattress,Mattress,Twin,5 Inch,1,84
02-09-2024,B09KDN7PYR,,2024-09-02,0,0,0,0,0,0,0,"NapQueen Elizabeth 8"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,8 Inch,1,219
05-09-2024,B0BNKY8RQN,,2024-09-05,0,0,0,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, Queen",Swirl Egg Shell,Mattress Topper,Queen,2 Inch,1,61
20-08-2024,B09KDN7PYR,,2024-08-20,0,0,0,0,0,0,0,"NapQueen Elizabeth 8"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,8 Inch,1,219
08-09-2024,B09X1F1L26,,2024-09-08,0,0,0,0,0,0,0,"NapQueen Elizabeth 6"" Gel Memory Foam Mattress,Twin",Elizabeth,Mattress,Twin,6 Inch,1,109
15-09-2024,B0BRCXJ1F6,,2024-09-15,0,0,0,0,0,0,0,"NapQueen Anula Green Tea 6'', King",Anula,Mattress,King,6 Inch,1,224
15-08-2024,B0BNKZCWFL,,2024-08-15,0,0,0,0,0,0,0,"NapQueen 1.5'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,1.5 Inch,1,38
17-08-2024,B0BGDXV7FD,,2024-08-17,0,0,0,0,0,0,0,"NapQueen 8"" Maxima Hybrid Mattress, Queen, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,Queen,8 Inch,1,168
03-09-2024,B0BNL3L7LR,,2024-09-03,0,0,0,0,0,0,0,"NapQueen 3'' Green Tea Mattress Topper, Full",Green Tea,Mattress Topper,Full,3 Inch,1,70
27-08-2024,B09KDVXTP4,,2024-08-27,0,0,0,0,0,0,0,"NapQueen Elizabeth 10"" Gel Memory Foam Mattress, Full",Elizabeth,Mattress,Full,10 Inch,1,219
19-08-2024,B0BNKY8RQN,,2024-08-19,0,0,0,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, Queen",Swirl Egg Shell,Mattress Topper,Queen,2 Inch,1,61
15-09-2024,B09KDXJJ6W,,2024-09-15,0,0,0,0,0,0,0,"NapQueen Elizabeth 10"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,10 Inch,1,169
07-09-2024,B09MR5WS3Y,,2024-09-07,0,0,0,0,0,0,0,"NapQueen 8"" Bamboo Charcoal Mattress, King",Bamboo Charcoal Mattress,Mattress,King,8 Inch,1,259
08-09-2024,B0BNL5LCM5,,2024-09-08,0,0,0,0,0,0,0,"NapQueen 3"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Full",Bamboo Charcoal Topper,Mattress Topper,Full,3 Inch,1,63
23-08-2024,B0BNL5LCM5,,2024-08-23,0,0,0,0,0,0,0,"NapQueen 3"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Full",Bamboo Charcoal Topper,Mattress Topper,Full,3 Inch,1,63
19-08-2024,B0BDRWGMJY,,2024-08-19,0,0,0,0,0,0,0,"NapQueen 5"" Rainbow White Mattress for Kids, Twin",Kids Mattress,Mattress,Twin,5 Inch,1,84
09-09-2024,B0BGDXM13S,,2024-09-09,0,0,0,0,0,0,0,"NapQueen 8"" Maxima Hybrid Mattress, King, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,King,8 Inch,1,198
15-09-2024,B0B31VTH56,,2024-09-15,0,0,0,0,0,0,0,"NapQueen 6"" Bamboo Charcoal Mattress, Twin-XL",Bamboo Charcoal Mattress,Mattress,Twin XL,6 Inch,1,139
15-08-2024,B0BNL2Z6N7,,2024-08-15,0,0,0,0,0,0,0,"NapQueen 4'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,4 Inch,1,70
25-08-2024,B0BRCXXBG2,,2024-08-25,0,0,0,0,0,0,0,"NapQueen Anula Green Tea 6'', Full",Anula,Mattress,Full,6 Inch,1,138
16-08-2024,B0BNL3YY1C,,2024-08-16,0,0,0,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Full",Green Tea,Mattress Topper,Full,2 Inch,1,50
28-08-2024,B0BNL1CG6X,,2024-08-28,0,0,0,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Queen",Swirl Egg Shell,Mattress Topper,Queen,4 Inch,1,105
29-08-2024,B0BNL49HMH,,2024-08-29,0,0,0,0,0,0,0,"NapQueen 3'' Green Tea Mattress Topper, Queen",Green Tea,Mattress Topper,Queen,3 Inch,1,80
05-09-2024,B09X1DHRLN,,2024-09-05,0,0,0,0,0,0,0,"NapQueen Elizabeth 14"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,14 Inch,1,348
02-09-2024,B0BRCXXBG2,,2024-09-02,0,0,0,0,0,0,0,"NapQueen Anula Green Tea 6'', Full",Anula,Mattress,Full,6 Inch,1,138
31-08-2024,B0BRCXP7VN,,2024-08-31,0,0,0,0,0,0,0,"NapQueen Anula Green Tea 8'', Full",Anula,Mattress,Full,8 Inch,1,154
10-09-2024,B09KDR64LT,,2024-09-10,0,0,0,0,0,0,0,"NapQueen Elizabeth 10"" Gel Memory Foam Mattress, Twin",Elizabeth,Mattress,Twin,10 Inch,1,169
30-08-2024,B0BNL53HF3,,2024-08-30,0,0,0,0,0,0,0,"NapQueen 1.5'' Green Tea Mattress Topper, Queen",Green Tea,Mattress Topper,Queen,1.5 Inch,1,59
15-08-2024,B0BNKZYZCC,,2024-08-15,0,0,0,0,0,0,0,"NapQueen 1.5'' Swirl Gel Mattress Topper, King",Swirl Egg Shell,Mattress Topper,King,1.5 Inch,1,75
03-09-2024,B09MR4D874,,2024-09-03,0,0,0,0,0,0,0,"NapQueen 10"" Bamboo Charcoal Mattress, King",Bamboo Charcoal Mattress,Mattress,King,10 Inch,1,429
25-08-2024,B09KDTHJ6V,,2024-08-25,0,0,0,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Twin",Elizabeth,Mattress,Twin,12 Inch,1,188
26-08-2024,B0BNL1QKLV,,2024-08-26,0,0,0,0,0,0,0,"NapQueen 1.5'' 5-Zone Mattress Topper, Twin-XL",5-Zone gel,Mattress Topper,Twin XL,1.5 Inch,1,48
02-09-2024,B0B31SVP2Q,,2024-09-02,0,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Twin XL",Bamboo Charcoal Mattress,Mattress,Twin XL,14 Inch,1,292
18-08-2024,B0BRCXP7VN,,2024-08-18,0,0,0,0,0,0,0,"NapQueen Anula Green Tea 8'', Full",Anula,Mattress,Full,8 Inch,1,181
22-08-2024,B0BNKZCWFL,,2024-08-22,0,0,0,0,0,0,0,"NapQueen 1.5'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,1.5 Inch,1,38
06-09-2024,B0CY5LR4VX,,2024-09-06,0,0,0,0,0,0,0,NapQueen 14'' Isabella Hybrid Pillow Top Full Mattress,Isabella Pillow Top,Mattress,Full,14 Inch,1,325
25-08-2024,B0BNKYW36G,,2024-08-25,0,0,0,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,2 Inch,1,57
13-09-2024,B09KDXJJ6W,,2024-09-13,0,0,0,0,0,0,0,"NapQueen Elizabeth 10"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,10 Inch,1,169
13-09-2024,B09X1DHRLN,,2024-09-13,0,0,0,0,0,0,0,"NapQueen Elizabeth 14"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,14 Inch,1,348
21-08-2024,B0B31S8KPF,,2024-08-21,0,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, King",Bamboo Charcoal Mattress,Mattress,King,14 Inch,1,399
13-09-2024,B0B31SM3ZR,,2024-09-13,0,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,14 Inch,1,374
24-08-2024,B0B31T1XMH,,2024-08-24,0,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,14 Inch,1,299
13-09-2024,B0B31VTH56,,2024-09-13,0,0,0,0,0,0,0,"NapQueen 6"" Bamboo Charcoal Mattress, Twin-XL",Bamboo Charcoal Mattress,Mattress,Twin XL,6 Inch,1,139
08-09-2024,B0CY5LR4VX,,2024-09-08,0,0,0,0,0,0,0,NapQueen 14'' Isabella Hybrid Pillow Top Full Mattress,Isabella Pillow Top,Mattress,Full,14 Inch,1,325
04-09-2024,B0BNL3YY1C,,2024-09-04,0,0,0,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Full",Green Tea,Mattress Topper,Full,2 Inch,1,50
13-09-2024,B0B31V3PKG,,2024-09-13,0,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Twin",Bamboo Charcoal Mattress,Mattress,Twin,14 Inch,1,301
31-08-2024,B09KDRMRLH,,2024-08-31,0,0,0,0,0,0,0,"NapQueen Elizabeth 10"" Gel Memory Foam Mattress, King",Elizabeth,Mattress,King,10 Inch,1,396
14-09-2024,B09MR4Z3H9,,2024-09-14,0,0,0,0,0,0,0,"NapQueen 12"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,12 Inch,1,229
16-08-2024,B0BNKZCWFL,,2024-08-16,0,0,0,0,0,0,0,"NapQueen 1.5'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,1.5 Inch,1,38
21-08-2024,B0BGDXM13S,,2024-08-21,0,0,0,0,0,0,0,"NapQueen 8"" Maxima Hybrid Mattress, King, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,King,8 Inch,1,229
15-08-2024,B0CLM65TTQ,,2024-08-15,0,0,0,0,0,0,0,"NapQueen Zeta Bed Frame, Twin",Zeta,Bed Frame,Twin,16 Inch,1,89
06-09-2024,B09KDLQ2GW,,2024-09-06,0,0,0,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,12 Inch,1,289
03-09-2024,B0BSLTZV4Z,,2024-09-03,0,0,0,0,0,0,0,"NapQueen Alpha Bed Frame, Full",Alpha,Bed Frame,Full,14 Inch,1,108
06-09-2024,B0CQVL5T61,,2024-09-06,0,0,0,0,0,0,0,"NapQueen Zeta Bed Frame, King",Zeta,Bed Frame,King,16 Inch,1,108
25-08-2024,B0CLM65TTQ,,2024-08-25,0,0,0,0,0,0,0,"NapQueen Zeta Bed Frame, Twin",Zeta,Bed Frame,Twin,16 Inch,1,89
12-09-2024,B0B31Y1FDZ,,2024-09-12,0,0,0,0,0,0,0,"NapQueen 6"" Bamboo Charcoal Mattress, Twin",Bamboo Charcoal Mattress,Mattress,Twin,6 Inch,1,139
24-08-2024,B09X1JTK49,,2024-08-24,0,0,0,0,0,0,0,"NapQueen Elizabeth 6"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,6 Inch,1,159
10-09-2024,B09KDQ2BWY,,2024-09-10,0,0,0,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Full",Elizabeth,Mattress,Full,12 Inch,1,239
04-09-2024,B09MR4G722,,2024-09-04,0,0,0,0,0,0,0,"NapQueen 12"" Bamboo Charcoal Mattress, Twin",Bamboo Charcoal Mattress,Mattress,Twin,12 Inch,1,179
15-09-2024,B09MR5WS3Y,,2024-09-15,0,0,0,0,0,0,0,"NapQueen 8"" Bamboo Charcoal Mattress, King",Bamboo Charcoal Mattress,Mattress,King,8 Inch,1,259
15-09-2024,B09KTF8ZDQ,,2024-09-15,0,0,0,0,0,0,0,"NapQueen Elsa 6"" Innerspring Mattress, Twin XL",Innerspring,Mattress,Twin XL,6 Inch,1,112
14-09-2024,B09KDW1YKQ,,2024-09-14,0,0,0,0,0,0,0,"NapQueen Elizabeth 8"" Gel Memory Foam Mattress, King",Elizabeth,Mattress,King,8 Inch,1,279
16-08-2024,B0BDRQWBK9,,2024-08-16,0,0,0,0,0,0,0,"NapQueen 5"" Rainbow Blue Mattress for Kids, Twin",Kids Mattress,Mattress,Twin,5 Inch,1,84
25-08-2024,B09KDLQ2GW,,2024-08-25,0,0,0,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,12 Inch,1,289
02-09-2024,B09KDVXTP4,,2024-09-02,0,0,0,0,0,0,0,"NapQueen Elizabeth 10"" Gel Memory Foam Mattress, Full",Elizabeth,Mattress,Full,10 Inch,1,219
11-09-2024,B0BRCXSTKW,,2024-09-11,0,0,0,0,0,0,0,"NapQueen Anula Green Tea 10'', King",Anula,Mattress,King,10 Inch,1,287
18-08-2024,B09KDLQ2GW,,2024-08-18,0,0,0,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,12 Inch,1,289
04-09-2024,B09KDQ2BWY,,2024-09-04,0,0,0,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Full",Elizabeth,Mattress,Full,12 Inch,1,239
04-09-2024,B0BRCXXBG2,,2024-09-04,0,0,0,0,0,0,0,"NapQueen Anula Green Tea 6'', Full",Anula,Mattress,Full,6 Inch,1,138
23-08-2024,B0BNKZBJX2,,2024-08-23,0,0,0,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,2 Inch,1,41
13-09-2024,B0BRDCJWJC,,2024-09-13,0,0,0,0,0,0,0,"NapQueen 10"" Maxima Hybrid Mattress, Queen, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,Queen,10 Inch,1,209
31-08-2024,B09KDTHJ6V,,2024-08-31,0,0,0,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Twin",Elizabeth,Mattress,Twin,12 Inch,1,188
29-08-2024,B0BNL1QKLV,,2024-08-29,0,0,0,0,0,0,0,"NapQueen 1.5'' 5-Zone Mattress Topper, Twin-XL",5-Zone gel,Mattress Topper,Twin XL,1.5 Inch,1,48
13-09-2024,B0CQVL5T61,,2024-09-13,0,0,0,0,0,0,0,"NapQueen Zeta Bed Frame, King",Zeta,Bed Frame,King,16 Inch,1,139
24-08-2024,B0B31V3PKG,,2024-08-24,0,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Twin",Bamboo Charcoal Mattress,Mattress,Twin,14 Inch,1,331
19-08-2024,B09KDR64LT,,2024-08-19,0,0,0,0,0,0,0,"NapQueen Elizabeth 10"" Gel Memory Foam Mattress, Twin",Elizabeth,Mattress,Twin,10 Inch,1,169
28-08-2024,B0BNKZCWFL,,2024-08-28,0,0,0,0,0,0,0,"NapQueen 1.5'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,1.5 Inch,1,38
07-09-2024,B09X1JTK49,,2024-09-07,0,0,0,0,0,0,0,"NapQueen Elizabeth 6"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,6 Inch,1,159
30-08-2024,B0BDRWGMJY,,2024-08-30,0,0,0,0,0,0,0,"NapQueen 5"" Rainbow White Mattress for Kids, Twin",Kids Mattress,Mattress,Twin,5 Inch,1,84
30-08-2024,B09KTMKDKJ,,2024-08-30,0,0,0,0,0,0,0,"NapQueen Elsa 8"" Innerspring Mattress, Twin",Innerspring,Mattress,Twin,8 Inch,1,109
19-08-2024,B0BGDXM13S,,2024-08-19,0,0,0,0,0,0,0,"NapQueen 8"" Maxima Hybrid Mattress, King, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,King,8 Inch,1,229
22-08-2024,B09X1JTK49,,2024-08-22,0,0,0,0,0,0,0,"NapQueen Elizabeth 6"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,6 Inch,1,159
14-09-2024,B0CFV6V981,,2024-09-14,0,0,0,0,0,0,0,"NapQueen 5"" Rainbow Blue Mattress for Kids - Twin",Kids Mattress,Mattress,Twin,5 Inch,1,84
15-09-2024,B0B31SM3ZR,,2024-09-15,0,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,14 Inch,1,374
16-08-2024,B0CLM65TTQ,,2024-08-16,0,0,0,0,0,0,0,"NapQueen Zeta Bed Frame, Twin",Zeta,Bed Frame,Twin,16 Inch,1,89
08-09-2024,B0BRCXSTKW,,2024-09-08,0,0,0,0,0,0,0,"NapQueen Anula Green Tea 10'', King",Anula,Mattress,King,10 Inch,1,287
07-09-2024,B0BRDC22VH,,2024-09-07,0,0,0,0,0,0,0,"NapQueen 10"" Maxima Hybrid Mattress, King, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,King,10 Inch,1,248
18-08-2024,B09KDRMRLH,,2024-08-18,0,0,0,0,0,0,0,"NapQueen Elizabeth 10"" Gel Memory Foam Mattress, King",Elizabeth,Mattress,King,10 Inch,1,289
21-08-2024,B0BSLTZV4Z,,2024-08-21,0,0,0,0,0,0,0,"NapQueen Alpha Bed Frame, Full",Alpha,Bed Frame,Full,14 Inch,1,108
01-09-2024,B0D5BNXS78,,2024-09-01,0,0,0,0,0,0,0,Others,Others,Other,Other,Other,1,76
13-09-2024,B0B31T1XMH,,2024-09-13,0,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,14 Inch,1,299
25-08-2024,B0BRDCJWJC,,2024-08-25,0,0,0,0,0,0,0,"NapQueen 10"" Maxima Hybrid Mattress, Queen, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,Queen,10 Inch,1,218
02-09-2024,B09MR36MLJ,,2024-09-02,0,0,0,0,0,0,0,"NapQueen 10"" Bamboo Charcoal Mattress, Twin XL",Bamboo Charcoal Mattress,Mattress,Twin XL,10 Inch,1,195
13-09-2024,B09KDLQ2GW,,2024-09-13,0,0,0,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,12 Inch,1,289
14-09-2024,B09KDN7PYR,,2024-09-14,0,0,0,0,0,0,0,"NapQueen Elizabeth 8"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,8 Inch,1,219
20-08-2024,B0BNL4NX61,,2024-08-20,0,0,0,0,0,0,0,"NapQueen 1.5'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,1.5 Inch,1,35
27-08-2024,B0BNL53HF3,,2024-08-27,0,0,0,0,0,0,0,"NapQueen 1.5'' Green Tea Mattress Topper, Queen",Green Tea,Mattress Topper,Queen,1.5 Inch,1,59
28-08-2024,B0BRDCBGFD,,2024-08-28,0,0,0,0,0,0,0,"NapQueen 10"" Maxima Hybrid Mattress, Twin, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,Twin,10 Inch,1,155
10-09-2024,B0CFV6V981,,2024-09-10,0,0,0,0,0,0,0,"NapQueen 5"" Rainbow Blue Mattress for Kids - Twin",Kids Mattress,Mattress,Twin,5 Inch,1,84
09-09-2024,B09KDN7PYR,,2024-09-09,0,0,0,0,0,0,0,"NapQueen Elizabeth 8"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,8 Inch,1,219
