date,asin,ads_date_ref,tsales_date_ref,impressions,clicks,ad_spend,units_sold,ad_sales,shippedunits,shippedrevenueamount,Item Name,Collection,Category,Size,Inch,orderedunits,orderedrevenueamount
21-08-2024,B0BNL3J36Z,2024-08-21,,495,3,1,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,0,0
11-09-2024,B0BNKZKGFG,2024-09-11,,"5,738",3,3,0,0,0,0,"NapQueen 2'' 5-Zone Mattress Topper, Queen",5-Zone gel,Mattress Topper,Queen,2 Inch,0,0
10-09-2024,B0CR4C5WXS,2024-09-10,,739,3,9,0,0,0,0,"NapQueen Elite Series Machka King Mattress, 10 Inch Cooling Gel Memory Foam Mattress King, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,King,10 Inch,0,0
02-09-2024,B0BNL11QD8,2024-09-02,,"2,165",3,5,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,4 Inch,0,0
05-09-2024,B0BNL3RDG4,2024-09-05,,"14,304",3,6,0,0,0,0,"NapQueen 3'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,3 Inch,0,0
20-08-2024,B0CR49BQRS,2024-08-20,,"3,019",3,7,0,0,0,0,"NapQueen Elite Series Machka King Mattress, 12 Inch Cooling Gel Memory Foam Mattress King, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,King,12 Inch,0,0
10-09-2024,B0BNKZKGFG,2024-09-10,,"8,866",3,4,0,0,0,0,"NapQueen 2'' 5-Zone Mattress Topper, Queen",5-Zone gel,Mattress Topper,Queen,2 Inch,0,0
18-08-2024,B0BNL5N28Z,2024-08-18,,676,3,3,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,2 Inch,0,0
15-08-2024,B0CR4BGLK5,2024-08-15,,"5,955",3,6,0,0,0,0,"NapQueen Elite Series Machka Queen Mattress, 12 Inch Cooling Gel Memory Foam Mattress Queen, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Queen,12 Inch,0,0
26-08-2024,B0CR4BK4FW,2024-08-26,,"1,388",3,8,0,0,0,0,"NapQueen Elite Series Machka Twin Mattress, 10 Inch Cooling Gel Memory Foam Mattress Twin, Hybrid Mattress in a Box with Individual Pocket Sprin",Machka,Mattress,Twin,10 Inch,0,0
24-08-2024,B09KDPXYG3,2024-08-24,,803,3,4,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,12 Inch,0,0
02-09-2024,B0BNL3RDG4,2024-09-02,,"1,899",3,4,0,0,0,0,"NapQueen 3'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,3 Inch,0,0
21-08-2024,B0CR49BQRS,2024-08-21,,"1,750",3,7,0,0,0,0,"NapQueen Elite Series Machka King Mattress, 12 Inch Cooling Gel Memory Foam Mattress King, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,King,12 Inch,0,0
29-08-2024,B0BRCW79VK,2024-08-29,,472,3,1,0,0,0,0,"NapQueen Anula Green Tea 6'', Queen",Anula,Mattress,Queen,6 Inch,0,0
31-08-2024,B0BNKZKGFG,2024-08-31,,"2,622",3,4,0,0,0,0,"NapQueen 2'' 5-Zone Mattress Topper, Queen",5-Zone gel,Mattress Topper,Queen,2 Inch,0,0
31-08-2024,B0BNKYPVM6,2024-08-31,,"1,652",3,3,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, King",Swirl Egg Shell,Mattress Topper,King,2 Inch,0,0
10-09-2024,B0BNL3J36Z,2024-09-10,,395,3,1,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,0,0
23-08-2024,B0CR4BK4FW,2024-08-23,,"1,086",3,8,0,0,0,0,"NapQueen Elite Series Machka Twin Mattress, 10 Inch Cooling Gel Memory Foam Mattress Twin, Hybrid Mattress in a Box with Individual Pocket Sprin",Machka,Mattress,Twin,10 Inch,0,0
10-09-2024,B0BNL3RDG4,2024-09-10,,"32,108",3,4,0,0,0,0,"NapQueen 3'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,3 Inch,0,0
02-09-2024,B09KDPXYG3,2024-09-02,,"1,659",3,4,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,12 Inch,0,0
09-09-2024,B0BNL3RDG4,2024-09-09,,"25,919",3,5,0,0,0,0,"NapQueen 3'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,3 Inch,0,0
25-08-2024,B09KDPXYG3,2024-08-25,,688,3,5,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,12 Inch,0,0
02-09-2024,B0BNL7TJRT,2024-09-02,,"1,185",3,3,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,4 Inch,0,0
04-09-2024,B0BNKZ5BR1,2024-09-04,,"8,875",3,4,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,3 Inch,0,0
14-09-2024,B0BNKZ5BR1,2024-09-14,,"6,306",3,4,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,3 Inch,0,0
14-09-2024,B0CR49NR3B,2024-09-14,,310,4,10,0,0,0,0,"NapQueen Elite Series Machka Full Mattress, 10 Inch Cooling Gel Memory Foam Mattress Full, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Full,10 Inch,0,0
08-09-2024,B0CR4BGLK5,2024-09-08,,"1,825",4,10,0,0,0,0,"NapQueen Elite Series Machka Queen Mattress, 12 Inch Cooling Gel Memory Foam Mattress Queen, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Queen,12 Inch,0,0
10-09-2024,B0BNL4CB4X,2024-09-10,,"6,911",4,5,0,0,0,0,"NapQueen 1.5'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,1.5 Inch,0,0
28-08-2024,B0BNL11QD8,2024-08-28,,"2,595",4,6,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,4 Inch,0,0
23-08-2024,B0BNL3J36Z,2024-08-23,,512,4,2,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,0,0
10-09-2024,B0BNL7TJRT,2024-09-10,,"1,850",4,5,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,4 Inch,0,0
03-09-2024,B0BNKZKGFG,2024-09-03,,"1,652",4,6,0,0,0,0,"NapQueen 2'' 5-Zone Mattress Topper, Queen",5-Zone gel,Mattress Topper,Queen,2 Inch,0,0
12-09-2024,B0BNL11QD8,2024-09-12,,"5,453",4,5,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,4 Inch,0,0
18-08-2024,B0BNKYPVM6,2024-08-18,,"1,884",4,5,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, King",Swirl Egg Shell,Mattress Topper,King,2 Inch,0,0
22-08-2024,B0BNL3J36Z,2024-08-22,,452,4,2,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,0,0
07-09-2024,B0BRCW79VK,2024-09-07,,234,4,2,0,0,0,0,"NapQueen Anula Green Tea 6'', Queen",Anula,Mattress,Queen,6 Inch,0,0
03-09-2024,B0CR49BQRS,2024-09-03,,"1,686",4,11,0,0,0,0,"NapQueen Elite Series Machka King Mattress, 12 Inch Cooling Gel Memory Foam Mattress King, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,King,12 Inch,0,0
01-09-2024,B0BNL3RDG4,2024-09-01,,"2,139",4,7,0,0,0,0,"NapQueen 3'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,3 Inch,0,0
20-08-2024,B0BNL5BKMK,2024-08-20,,929,4,1,0,0,0,0,"NapQueen 2"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Twin",Bamboo Charcoal Topper,Mattress Topper,Twin,2 Inch,0,0
29-08-2024,B0BNL3J36Z,2024-08-29,,457,4,1,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,0,0
12-09-2024,B0BNKZKGFG,2024-09-12,,"5,976",4,5,0,0,0,0,"NapQueen 2'' 5-Zone Mattress Topper, Queen",5-Zone gel,Mattress Topper,Queen,2 Inch,0,0
29-08-2024,B0BNL7TJRT,2024-08-29,,517,4,4,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,4 Inch,0,0
03-09-2024,B0BNL11QD8,2024-09-03,,"1,737",4,5,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,4 Inch,0,0
09-09-2024,B0CR4BGLK5,2024-09-09,,"2,648",4,11,0,0,0,0,"NapQueen Elite Series Machka Queen Mattress, 12 Inch Cooling Gel Memory Foam Mattress Queen, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Queen,12 Inch,0,0
09-09-2024,B0CR49NR3B,2024-09-09,,668,4,8,0,0,0,0,"NapQueen Elite Series Machka Full Mattress, 10 Inch Cooling Gel Memory Foam Mattress Full, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Full,10 Inch,0,0
11-09-2024,B0BNL7TJRT,2024-09-11,,"1,996",4,5,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,4 Inch,0,0
30-08-2024,B0BNL3RDG4,2024-08-30,,"1,811",4,5,0,0,0,0,"NapQueen 3'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,3 Inch,0,0
01-09-2024,B0BNL7TJRT,2024-09-01,,899,4,5,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,4 Inch,0,0
31-08-2024,B0BNKZ5BR1,2024-08-31,,"3,900",4,6,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,3 Inch,0,0
07-09-2024,B0BNL11QD8,2024-09-07,,"9,329",4,6,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,4 Inch,0,0
04-09-2024,B0BNL5N28Z,2024-09-04,,"5,341",4,6,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,2 Inch,0,0
16-08-2024,B0BNKYPVM6,2024-08-16,,"2,065",4,5,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, King",Swirl Egg Shell,Mattress Topper,King,2 Inch,0,0
02-09-2024,B0BNL3J36Z,2024-09-02,,671,4,2,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,0,0
09-09-2024,B0BNKZ5BR1,2024-09-09,,"18,411",4,5,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,3 Inch,0,0
15-09-2024,B0BNL7TJRT,2024-09-15,,"3,981",4,5,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,4 Inch,0,0
01-09-2024,B0CR49NR3B,2024-09-01,,"1,457",4,10,0,0,0,0,"NapQueen Elite Series Machka Full Mattress, 10 Inch Cooling Gel Memory Foam Mattress Full, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Full,10 Inch,0,0
27-08-2024,B0BNL11QD8,2024-08-27,,"2,847",5,7,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,4 Inch,0,0
26-08-2024,B0BNL7TJRT,2024-08-26,,464,5,6,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,4 Inch,0,0
16-08-2024,B0BNL5BKMK,2024-08-16,,442,5,2,0,0,0,0,"NapQueen 2"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Twin",Bamboo Charcoal Topper,Mattress Topper,Twin,2 Inch,0,0
13-09-2024,B0BNKYZD2Z,2024-09-13,,"5,045",5,7,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,2 Inch,0,0
15-08-2024,B0BNL117VT,2024-08-15,,"1,833",5,5,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Queen",Swirl Egg Shell,Mattress Topper,Queen,3 Inch,0,0
06-09-2024,B0BNL4CB4X,2024-09-06,,"12,348",5,7,0,0,0,0,"NapQueen 1.5'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,1.5 Inch,0,0
30-08-2024,B0BNL3J36Z,2024-08-30,,450,5,2,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,0,0
30-08-2024,B0BNKZKGFG,2024-08-30,,"4,021",5,6,0,0,0,0,"NapQueen 2'' 5-Zone Mattress Topper, Queen",5-Zone gel,Mattress Topper,Queen,2 Inch,0,0
14-09-2024,B0CR4C98FS,2024-09-14,,"8,704",5,15,0,0,0,0,"NapQueen Elite Series Machka Full Mattress, 12 Inch Cooling Gel Memory Foam Mattress Full, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Full,12 Inch,0,0
12-09-2024,B0BNKYZD2Z,2024-09-12,,"4,306",5,5,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,2 Inch,0,0
10-09-2024,B0CR49BQRS,2024-09-10,,"2,098",5,12,0,0,0,0,"NapQueen Elite Series Machka King Mattress, 12 Inch Cooling Gel Memory Foam Mattress King, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,King,12 Inch,0,0
11-09-2024,B0BNL11QD8,2024-09-11,,"8,749",5,7,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,4 Inch,0,0
27-08-2024,B0BNL3J36Z,2024-08-27,,749,5,2,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,0,0
07-09-2024,B0BNL7TJRT,2024-09-07,,"2,901",5,8,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,4 Inch,0,0
31-08-2024,B0BNL5N28Z,2024-08-31,,"2,793",5,6,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,2 Inch,0,0
02-09-2024,B0BNKZ5BR1,2024-09-02,,"3,524",5,7,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,3 Inch,0,0
14-09-2024,B0BNL5N28Z,2024-09-14,,"5,331",5,7,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,2 Inch,0,0
12-09-2024,B09KDYY3SB,2024-09-12,,"1,156",5,8,0,0,0,0,"NapQueen Elizabeth 10"" Gel Memory Foam Mattress, Queen",Elizabeth,Mattress,Queen,10 Inch,0,0
06-09-2024,B0CR49BQRS,2024-09-06,,"1,643",5,15,0,0,0,0,"NapQueen Elite Series Machka King Mattress, 12 Inch Cooling Gel Memory Foam Mattress King, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,King,12 Inch,0,0
07-09-2024,B0BNL4CB4X,2024-09-07,,"6,673",6,6,0,0,0,0,"NapQueen 1.5'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,1.5 Inch,0,0
25-08-2024,B0BNL3J36Z,2024-08-25,,533,6,3,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,0,0
02-09-2024,B0CR49BQRS,2024-09-02,,"2,237",6,17,0,0,0,0,"NapQueen Elite Series Machka King Mattress, 12 Inch Cooling Gel Memory Foam Mattress King, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,King,12 Inch,0,0
17-08-2024,B0BRCXCXCV,2024-08-17,,367,6,19,0,0,0,0,"NapQueen Anula Green Tea 10'', Queen",Anula,Mattress,Queen,10 Inch,0,0
05-09-2024,B0BNL11QD8,2024-09-05,,"14,232",6,8,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,4 Inch,0,0
28-08-2024,B0BNL5BKMK,2024-08-28,,"1,189",6,3,0,0,0,0,"NapQueen 2"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Twin",Bamboo Charcoal Topper,Mattress Topper,Twin,2 Inch,0,0
01-09-2024,B0BNL3J36Z,2024-09-01,,720,6,3,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,0,0
06-09-2024,B0BNKZ5BR1,2024-09-06,,"9,986",6,7,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,3 Inch,0,0
26-08-2024,B09KDPXYG3,2024-08-26,,"1,036",6,10,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,12 Inch,0,0
14-09-2024,B0BNL4CB4X,2024-09-14,,"5,772",6,8,0,0,0,0,"NapQueen 1.5'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,1.5 Inch,0,0
18-08-2024,B0CR49BQRS,2024-08-18,,"2,781",6,16,0,0,0,0,"NapQueen Elite Series Machka King Mattress, 12 Inch Cooling Gel Memory Foam Mattress King, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,King,12 Inch,0,0
01-09-2024,B0BNL11QD8,2024-09-01,,"1,936",6,9,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,4 Inch,0,0
13-09-2024,B0BNKZ88Z5,2024-09-13,,"6,692",6,7,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,3 Inch,0,0
04-09-2024,B0BNL11QD8,2024-09-04,,"11,463",6,9,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,4 Inch,0,0
20-08-2024,B0CR4BK4FW,2024-08-20,,"1,510",6,12,0,0,0,0,"NapQueen Elite Series Machka Twin Mattress, 10 Inch Cooling Gel Memory Foam Mattress Twin, Hybrid Mattress in a Box with Individual Pocket Sprin",Machka,Mattress,Twin,10 Inch,0,0
03-09-2024,B0BNL5N28Z,2024-09-03,,"3,690",6,7,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,2 Inch,0,0
02-09-2024,B0BNL5N28Z,2024-09-02,,"2,786",6,7,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,2 Inch,0,0
06-09-2024,B0BNL5BKMK,2024-09-06,,"1,229",6,2,0,0,0,0,"NapQueen 2"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Twin",Bamboo Charcoal Topper,Mattress Topper,Twin,2 Inch,0,0
16-08-2024,B0BNL117VT,2024-08-16,,"4,006",6,8,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Queen",Swirl Egg Shell,Mattress Topper,Queen,3 Inch,0,0
23-08-2024,B0CR49NR3B,2024-08-23,,"1,155",6,12,0,0,0,0,"NapQueen Elite Series Machka Full Mattress, 10 Inch Cooling Gel Memory Foam Mattress Full, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Full,10 Inch,0,0
14-09-2024,B0BNL11QD8,2024-09-14,,"5,504",6,8,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,4 Inch,0,0
30-08-2024,B0BNL11QD8,2024-08-30,,"2,535",6,8,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,4 Inch,0,0
29-08-2024,B0BNL5N28Z,2024-08-29,,"1,779",6,8,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,2 Inch,0,0
12-09-2024,B0CR4BGLK5,2024-09-12,,"2,508",6,17,0,0,0,0,"NapQueen Elite Series Machka Queen Mattress, 12 Inch Cooling Gel Memory Foam Mattress Queen, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Queen,12 Inch,0,0
05-09-2024,B0BNL7TJRT,2024-09-05,,"3,086",6,7,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,4 Inch,0,0
15-08-2024,B0BRCXCXCV,2024-08-15,,"2,265",6,18,0,0,0,0,"NapQueen Anula Green Tea 10'', Queen",Anula,Mattress,Queen,10 Inch,0,0
13-09-2024,B0CR4BGLK5,2024-09-13,,"2,979",6,10,0,0,0,0,"NapQueen Elite Series Machka Queen Mattress, 12 Inch Cooling Gel Memory Foam Mattress Queen, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Queen,12 Inch,0,0
16-08-2024,B0CR49BQRS,2024-08-16,,"2,999",6,13,0,0,0,0,"NapQueen Elite Series Machka King Mattress, 12 Inch Cooling Gel Memory Foam Mattress King, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,King,12 Inch,0,0
24-08-2024,B0BNL5N28Z,2024-08-24,,"3,259",6,8,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,2 Inch,0,0
23-08-2024,B0BNKYPVM6,2024-08-23,,"2,123",6,6,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, King",Swirl Egg Shell,Mattress Topper,King,2 Inch,0,0
18-08-2024,B0BNL7TJRT,2024-08-18,,"2,440",7,7,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,4 Inch,0,0
13-09-2024,B0CR4C5WXS,2024-09-13,,699,7,20,0,0,0,0,"NapQueen Elite Series Machka King Mattress, 10 Inch Cooling Gel Memory Foam Mattress King, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,King,10 Inch,0,0
12-09-2024,B0CR49BQRS,2024-09-12,,"3,923",7,22,0,0,0,0,"NapQueen Elite Series Machka King Mattress, 12 Inch Cooling Gel Memory Foam Mattress King, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,King,12 Inch,0,0
15-09-2024,B0CR4BGLK5,2024-09-15,,"2,427",7,16,0,0,0,0,"NapQueen Elite Series Machka Queen Mattress, 12 Inch Cooling Gel Memory Foam Mattress Queen, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Queen,12 Inch,0,0
08-09-2024,B0BNL3RDG4,2024-09-08,,"23,152",7,10,0,0,0,0,"NapQueen 3'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,3 Inch,0,0
14-09-2024,B0BNL5BKMK,2024-09-14,,"1,232",7,3,0,0,0,0,"NapQueen 2"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Twin",Bamboo Charcoal Topper,Mattress Topper,Twin,2 Inch,0,0
26-08-2024,B0BNL5BKMK,2024-08-26,,"1,296",7,3,0,0,0,0,"NapQueen 2"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Twin",Bamboo Charcoal Topper,Mattress Topper,Twin,2 Inch,0,0
31-08-2024,B0BNL3J36Z,2024-08-31,,668,7,3,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,0,0
16-08-2024,B0BRCXCXCV,2024-08-16,,371,7,20,0,0,0,0,"NapQueen Anula Green Tea 10'', Queen",Anula,Mattress,Queen,10 Inch,0,0
24-08-2024,B0BNKZ88Z5,2024-08-24,,324,7,3,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,3 Inch,0,0
27-08-2024,B0CR49BQRS,2024-08-27,,"2,281",7,18,0,0,0,0,"NapQueen Elite Series Machka King Mattress, 12 Inch Cooling Gel Memory Foam Mattress King, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,King,12 Inch,0,0
07-09-2024,B0CR4C98FS,2024-09-07,,"6,042",7,25,0,0,0,0,"NapQueen Elite Series Machka Full Mattress, 12 Inch Cooling Gel Memory Foam Mattress Full, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Full,12 Inch,0,0
31-08-2024,B0BNL11QD8,2024-08-31,,"2,473",7,11,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,4 Inch,0,0
21-08-2024,B0BNL7TJRT,2024-08-21,,"2,534",7,7,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,4 Inch,0,0
08-09-2024,B0BNL11QD8,2024-09-08,,"13,102",7,10,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,4 Inch,0,0
19-08-2024,B0CR49BQRS,2024-08-19,,"3,203",7,22,0,0,0,0,"NapQueen Elite Series Machka King Mattress, 12 Inch Cooling Gel Memory Foam Mattress King, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,King,12 Inch,0,0
09-09-2024,B0BNL5BKMK,2024-09-09,,"1,299",7,3,0,0,0,0,"NapQueen 2"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Twin",Bamboo Charcoal Topper,Mattress Topper,Twin,2 Inch,0,0
01-09-2024,B0BNL5N28Z,2024-09-01,,"3,964",8,10,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,2 Inch,0,0
13-09-2024,B0BNL5BKMK,2024-09-13,,964,8,4,0,0,0,0,"NapQueen 2"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Twin",Bamboo Charcoal Topper,Mattress Topper,Twin,2 Inch,0,0
